articulo,lote_proveedor,lote_componente,clave_unica
FCAR016,111019,111019,FCAR016-111019
FCAR015,111019,111019,FCAR015-111019
FCAR008,111021,111021,FCAR008-111021
SCRE035,111021,111021,SCRE035-111021
SEM072,111021,111021,SEM072-111021
SCRE010,111021,111021,SCRE010-111021
FCAR031,111021,111021,FCAR031-111021
SCRE034,111021,111021,SCRE034-111021
FCAR024,111021,111021,FCAR024-111021
FCAR016,111022,111022,FCAR016-111022
FCAR015,111022,111022,FCAR015-111022
FPOS010,111022,111022,FPOS010-111022
FCAR018,111022,111022,FCAR018-111022
SEM078,111022,111022,SEM078-111022
SCCO012,111023,111023,SCCO012-111023
SCCO009,111023,111023,SCCO009-111023
SCRE010,111023,111023,SCRE010-111023
FTAR003,111023,111023,FTAR003-111023
SEM096,111023,111023,SEM096-111023
SCRE049,111023,111023,SCRE049-111023
SCRE046,111023,111023,SCRE046-111023
SCRE042,111023,111023,SCRE042-111023
FPOS008,111023,111023,FPOS008-111023
SCRE036,111023,111023,SCRE036-111023
SCRE048,111023,111023,SCRE048-111023
SCRE047,111023,111023,SCRE047-111023
FPOS009,111023,111023,FPOS009-111023
SCRE047,111024,111024,SCRE047-111024
SCRE069,111024,111024,SCRE069-111024
FCAR047,111024,111024,FCAR047-111024
SEM124,111024,111024,SEM124-111024
SEM095,111024,111024,SEM095-111024
SCRE046,111024,111024,SCRE046-111024
SCRE070,111024,111024,SCRE070-111024
SCRE068,111024,111024,SCRE068-111024
SEM125,111024,111024,SEM125-111024
SCRE048,11110123,11110123,SCRE048-11110123
MAT011,1111118,1111118,MAT011-1111118
FCAR003,111119,111119,FCAR003-111119
SCRE009,111119,111119,SCRE009-111119
FCAR007,111119,111119,FCAR007-111119
SCRE008,111119,111119,SCRE008-111119
FCAR024,111119,111119,FCAR024-111119
SCRE007,111119,111119,SCRE007-111119
SEM019,111119,111119,SEM019-111119
SEM030,111120,111120,SEM030-111120
FGUA001,111120,111120,FGUA001-111120
SEM016,111120,111120,SEM016-111120
SEM077,111121,111121,SEM077-111121
SEM085,111121,111121,SEM085-111121
SCRE025,111121,111121,SCRE025-111121
SCRE033,111121,111121,SCRE033-111121
SCRE036,111121,111121,SCRE036-111121
SCRE038,111121,111121,SCRE038-111121
SCRE021,111121,111121,SCRE021-111121
SEM015,111121,111121,SEM015-111121
SEM086,111121,111121,SEM086-111121
SEM075,111121,111121,SEM075-111121
SCRE032,111121,111121,SCRE032-111121
SEM085,111122,111122,SEM085-111122
SCRE051,111122,111122,SCRE051-111122
FPOS015,111122,111122,FPOS015-111122
SEM047,111123,111123,SEM047-111123
FCAR039,111123,111123,FCAR039-111123
SEM078,111124,111124,SEM078-111124
SCRE047,111124,111124,SCRE047-111124
FPOS010,111124,111124,FPOS010-111124
SEM100,111124,111124,SEM100-111124
FCAR048,111124,111124,FCAR048-111124
SEM108,111124,111124,SEM108-111124
SCRE068,111124,111124,SCRE068-111124
SEM103,111124,111124,SEM103-111124
FPER046,111124,111124,FPER046-111124
SEM123,111124,111124,SEM123-111124
FCAR016,111124,111124,FCAR016-111124
SCRE049,111124,111124,SCRE049-111124
SCRE036,111124,111124,SCRE036-111124
SCRE048,111124,111124,SCRE048-111124
SCRE010,111124,111124,SCRE010-111124
FGUA004,111218,111218,FGUA004-111218
FGUA001,111218,111218,FGUA001-111218
FCAR001,111219,111219,FCAR001-111219
FGRA001,111219,111219,FGRA001-111219
FPOS005,111219,111219,FPOS005-111219
FPOS011,111219,111219,FPOS011-111219
SEM046,111220,111220,SEM046-111220
FCAR021,111220,111220,FCAR021-111220
SCRE018,111220,111220,SCRE018-111220
SCRE017,111220,111220,SCRE017-111220
FCAR019,111220,111220,FCAR019-111220
SEM005,111220,111220,SEM005-111220
SEM053,111221,111221,SEM053-111221
SCCO009,111221,111221,SCCO009-111221
SEM047,111221,111221,SEM047-111221
SCRE062,111223,111223,SCRE062-111223
FCAR002,111223,111223,FCAR002-111223
SCRE049,111223,111223,SCRE049-111223
SCRE036,111223,111223,SCRE036-111223
SEM113,111223,111223,SEM113-111223
SCRE059,111223,111223,SCRE059-111223
SEM116,111223,111223,SEM116-111223
SCRE048,111223,111223,SCRE048-111223
SCRE047,111223,111223,SCRE047-111223
SEM102,111223,111223,SEM102-111223
SEM118,111223,111223,SEM118-111223
SCRE060,111223,111223,SCRE060-111223
SEM117,111223,111223,SEM117-111223
SCRE010,111223,111223,SCRE010-111223
SCRE061,111223,111223,SCRE061-111223
SCRE049,111224,111224,SCRE049-111224
SEM078,111224,111224,SEM078-111224
SCRE010,111224,111224,SCRE010-111224
FCAR001,111224,111224,FCAR001-111224
SCRE048,111224,111224,SCRE048-111224
SCRE036,111224,111224,SCRE036-111224
MAT083,1121118,1121118,MAT083-1121118
MAT158,1131218,1131218,MAT158-1131218
MAT021,1141218,1141218,MAT021-1141218
MAT045,1151218,1151218,MAT045-1151218
MAT027,1161018,1161018,MAT027-1161018
MAT027,1161218,1161218,MAT027-1161218
MAT014,1181018,1181018,MAT014-1181018
MAT057,1181218,1181218,MAT057-1181218
MAT175,1191218,1191218,MAT175-1191218
SCRE015,120121,120121,SCRE015-120121
FPES003,120121,120121,FPES003-120121
SCRE017,120121,120121,SCRE017-120121
SCRE018,120121,120121,SCRE018-120121
SCRE046,120122,120122,SCRE046-120122
SCRE034,120122,120122,SCRE034-120122
SCRE037,120122,120122,SCRE037-120122
SCRE035,120122,120122,SCRE035-120122
SCRE010,120122,120122,SCRE010-120122
SCRE044,120122,120122,SCRE044-120122
SEM089,120122,120122,SEM089-120122
FPES001,120122,120122,FPES001-120122
SCRE036,120122,120122,SCRE036-120122
SCCO008,120123,120123,SCCO008-120123
SEM087,120123,120123,SEM087-120123
SEM088,120123,120123,SEM088-120123
SCRE046,120123,120123,SCRE046-120123
FPOS010,120123,120123,FPOS010-120123
SEM101,120123,120123,SEM101-120123
SCRE042,120123,120123,SCRE042-120123
SEM086,120123,120123,SEM086-120123
SCRE038,120123,120123,SCRE038-120123
SCRE047,120123,120123,SCRE047-120123
SCRE052,120123,120123,SCRE052-120123
FTAR001,120123,120123,FTAR001-120123
SCRE036,120124,120124,SCRE036-120124
FPER032,120124,120124,FPER032-120124
FCAR008,120124,120124,FCAR008-120124
SEM118,120124,120124,SEM118-120124
SEM115,120124,120124,SEM115-120124
FPER053,120125,120125,FPER053-120125
FCAR007,120219,120219,FCAR007-120219
FCAR031,120219,120219,FCAR031-120219
FCAR002,120220,120220,FCAR002-120220
SEM005,120220,120220,SEM005-120220
FCAR020,120220,120220,FCAR020-120220
FPOS012,120220,120220,FPOS012-120220
FCAR019,120220,120220,FCAR019-120220
SCRE026,120221,120221,SCRE026-120221
SCRE019,120221,120221,SCRE019-120221
SCRE025,120221,120221,SCRE025-120221
SEM046,120221,120221,SEM046-120221
SEM085,120224,120224,SEM085-120224
SCRE036,120224,120224,SCRE036-120224
SCRE048,120224,120224,SCRE048-120224
SEM101,120224,120224,SEM101-120224
FCAR024,120224,120224,FCAR024-120224
FCAR002,120224,120224,FCAR002-120224
SCRE010,120224,120224,SCRE010-120224
SEM102,120224,120224,SEM102-120224
SCRE049,120225,120225,SCRE049-120225
SCRE036,120225,120225,SCRE036-120225
SEM104,120225,120225,SEM104-120225
SCRE010,120225,120225,SCRE010-120225
SCRE047,120225,120225,SCRE047-120225
SEM005,120225,120225,SEM005-120225
FCAR018,120225,120225,FCAR018-120225
FCAR017,120225,120225,FCAR017-120225
FCAR019,120225,120225,FCAR019-120225
SEM085,120225,120225,SEM085-120225
SCRE048,120225,120225,SCRE048-120225
FCAR021,120320,120320,FCAR021-120320
FCAR008,120320,120320,FCAR008-120320
SCRE026,120321,120321,SCRE026-120321
SEM005,120321,120321,SEM005-120321
FCAR019,120321,120321,FCAR019-120321
SCRE025,120321,120321,SCRE025-120321
FCAR041,120322,120322,FCAR041-120322
FPOS010,120322,120322,FPOS010-120322
SEM095,120324,120324,SEM095-120324
FPOS016,120324,120324,FPOS016-120324
FPER051,120324,120324,FPER051-120324
SEM123,120324,120324,SEM123-120324
FPOS010,120324,120324,FPOS010-120324
SEM101,120324,120324,SEM101-120324
SEM005,120325,120325,SEM005-120325
FCAR056,120325,120325,FCAR056-120325
SEM127,120325,120325,SEM127-120325
FCAR019,120325,120325,FCAR019-120325
SCRE010,120325,120325,SCRE010-120325
SEM128,120325,120325,SEM128-120325
FCAR008,120325,120325,FCAR008-120325
SCRE036,120325,120325,SCRE036-120325
FPOS005,120325,120325,FPOS005-120325
SCRE048,120325,120325,SCRE048-120325
SCRE049,120325,120325,SCRE049-120325
FCAR019,120419,120419,FCAR019-120419
FCAR010,120419,120419,FCAR010-120419
FTAR001,120419,120419,FTAR001-120419
SEM005,120419,120419,SEM005-120419
FPOS011,120419,120419,FPOS011-120419
FPER018,120419,120419,FPER018-120419
SEM086,120422,120422,SEM086-120422
FPOS015,120422,120422,FPOS015-120422
SEM075,120422,120422,SEM075-120422
SEM074,120422,120422,SEM074-120422
SCRE038,120422,120422,SCRE038-120422
SCRE047,120422,120422,SCRE047-120422
SEM077,120422,120422,SEM077-120422
SCRE032,120422,120422,SCRE032-120422
SEM046,120422,120422,SEM046-120422
SEM088,120422,120422,SEM088-120422
SCRE031,120422,120422,SCRE031-120422
SEM053,120422,120422,SEM053-120422
SEM076,120422,120422,SEM076-120422
SCRE046,120422,120422,SCRE046-120422
FPER050,120423,120423,FPER050-120423
SCRE052,120423,120423,SCRE052-120423
SEM087,120423,120423,SEM087-120423
SCRE048,120423,120423,SCRE048-120423
SCRE036,120423,120423,SCRE036-120423
SCRE049,120423,120423,SCRE049-120423
SCRE010,120423,120423,SCRE010-120423
SEM053,120423,120423,SEM053-120423
FCAR008,120423,120423,FCAR008-120423
SEM123,120424,120424,SEM123-120424
FCAR008,120424,120424,FCAR008-120424
FPOS016,120424,120424,FPOS016-120424
FPOS010,120424,120424,FPOS010-120424
SCCO002,120520,120520,SCCO002-120520
SEM076,120521,120521,SEM076-120521
SCRE031,120521,120521,SCRE031-120521
SCRE032,120521,120521,SCRE032-120521
SEM075,120521,120521,SEM075-120521
SEM074,120521,120521,SEM074-120521
SEM077,120521,120521,SEM077-120521
SCRE020,120521,120521,SCRE020-120521
SCRE010,120521,120521,SCRE010-120521
SCRE047,120522,120522,SCRE047-120522
SEM058,120522,120522,SEM058-120522
SEM087,120522,120522,SEM087-120522
SEM089,120522,120522,SEM089-120522
SEM015,120522,120522,SEM015-120522
SCRE046,120522,120522,SCRE046-120522
SCRE037,120522,120522,SCRE037-120522
SCRE043,120522,120522,SCRE043-120522
FPOS009,120523,120523,FPOS009-120523
SEM096,120523,120523,SEM096-120523
SCRE047,120523,120523,SCRE047-120523
SEM113,120523,120523,SEM113-120523
SCRE060,120523,120523,SCRE060-120523
FTAR003,120523,120523,FTAR003-120523
SCRE046,120523,120523,SCRE046-120523
SCRE036,120523,120523,SCRE036-120523
FPER035,120619,120619,FPER035-120619
FCAR011,120619,120619,FCAR011-120619
SCCO002,120619,120619,SCCO002-120619
FPOS010,120619,120619,FPOS010-120619
FCAR019,120619,120619,FCAR019-120619
FPOS009,120619,120619,FPOS009-120619
SEM005,120619,120619,SEM005-120619
FTAR002,120620,120620,FTAR002-120620
FPOS015,120621,120621,FPOS015-120621
FCAR008,120621,120621,FCAR008-120621
SEM053,120621,120621,SEM053-120621
SEM047,120621,120621,SEM047-120621
SEM096,120622,120622,SEM096-120622
SCRE048,120623,120623,SCRE048-120623
ELAB005,120623,120623,ELAB005-120623
SCRE010,120623,120623,SCRE010-120623
SCRE036,120623,120623,SCRE036-120623
SCRE054,120623,120623,SCRE054-120623
SCRE049,120623,120623,SCRE049-120623
FPOS009,120623,120623,FPOS009-120623
SEM100,120623,120623,SEM100-120623
FPER052,120624,120624,FPER052-120624
SCRE048,120624,120624,SCRE048-120624
SCRE010,120624,120624,SCRE010-120624
SCRE049,120624,120624,SCRE049-120624
SCRE047,120624,120624,SCRE047-120624
SEM095,120624,120624,SEM095-120624
FCAR047,120624,120624,FCAR047-120624
SEM005,120624,120624,SEM005-120624
SCRE036,120624,120624,SCRE036-120624
SEM015,120719,120719,SEM015-120719
SEM004,120719,120719,SEM004-120719
FCAR015,120719,120719,FCAR015-120719
FPES002,120719,120719,FPES002-120719
FTAR002,120721,120721,FTAR002-120721
FPER050,120721,120721,FPER050-120721
SEM047,120721,120721,SEM047-120721
SCRE010,120721,120721,SCRE010-120721
FCAR012,120722,120722,FCAR012-120722
FCAR031,120722,120722,FCAR031-120722
FCAR011,120722,120722,FCAR011-120722
FPOS010,120722,120722,FPOS010-120722
SEM083,120722,120722,SEM083-120722
SEM005,120723,120723,SEM005-120723
SEM073,120723,120723,SEM073-120723
SCRE047,120723,120723,SCRE047-120723
FCAR019,120723,120723,FCAR019-120723
FPER046,120723,120723,FPER046-120723
ELAB005,120723,120723,ELAB005-120723
SEM083,120723,120723,SEM083-120723
SCRE049,120723,120723,SCRE049-120723
SCRE010,120723,120723,SCRE010-120723
SEM072,120723,120723,SEM072-120723
SCRE048,120723,120723,SCRE048-120723
FCAR017,120723,120723,FCAR017-120723
SCRE036,120724,120724,SCRE036-120724
FCAR006,120724,120724,FCAR006-120724
SEM084,120724,120724,SEM084-120724
FCAR005,120724,120724,FCAR005-120724
FCAR024,120819,120819,FCAR024-120819
FCAR002,120819,120819,FCAR002-120819
FCAR005,120819,120819,FCAR005-120819
FAR008,120820,120820,FAR008-120820
FPOS009,120820,120820,FPOS009-120820
FAR007,120820,120820,FAR007-120820
SEM077,120821,120821,SEM077-120821
SEM076,120821,120821,SEM076-120821
SCRE033,120821,120821,SCRE033-120821
FPES001,120821,120821,FPES001-120821
SCRE031,120821,120821,SCRE031-120821
SCRE023,120821,120821,SCRE023-120821
SCRE032,120821,120821,SCRE032-120821
SEM059,120821,120821,SEM059-120821
SEM075,120821,120821,SEM075-120821
SEM074,120821,120821,SEM074-120821
SEM076,120822,120822,SEM076-120822
SCRE050,120822,120822,SCRE050-120822
SEM085,120822,120822,SEM085-120822
SCRE053,120822,120822,SCRE053-120822
SEM096,120822,120822,SEM096-120822
SCRE051,120822,120822,SCRE051-120822
SCRE038,120822,120822,SCRE038-120822
SEM087,120822,120822,SEM087-120822
SCRE052,120822,120822,SCRE052-120822
SEM075,120822,120822,SEM075-120822
FPOS010,120822,120822,FPOS010-120822
SEM088,120822,120822,SEM088-120822
SEM074,120822,120822,SEM074-120822
SCRE047,120822,120822,SCRE047-120822
SEM093,120822,120822,SEM093-120822
SEM086,120822,120822,SEM086-120822
SCRE046,120822,120822,SCRE046-120822
SCRE068,120824,120824,SCRE068-120824
SCRE049,120824,120824,SCRE049-120824
SCRE048,120824,120824,SCRE048-120824
SCRE036,120824,120824,SCRE036-120824
SCRE010,120824,120824,SCRE010-120824
FCAR007,120919,120919,FCAR007-120919
FCAR006,120919,120919,FCAR006-120919
FPOS005,120919,120919,FPOS005-120919
FCAR018,120919,120919,FCAR018-120919
FPOS009,120919,120919,FPOS009-120919
FCAR004,120919,120919,FCAR004-120919
FCAR008,120919,120919,FCAR008-120919
FPES001,120919,120919,FPES001-120919
FCAR001,120921,120921,FCAR001-120921
FCAR011,120921,120921,FCAR011-120921
SEM085,120922,120922,SEM085-120922
FCAR012,120922,120922,FCAR012-120922
FPOS010,120922,120922,FPOS010-120922
SEM085,120923,120923,SEM085-120923
SCRE036,120923,120923,SCRE036-120923
FCAR017,120924,120924,FCAR017-120924
SCRE068,120924,120924,SCRE068-120924
SEM104,120924,120924,SEM104-120924
SEM125,120924,120924,SEM125-120924
SEM130,120924,120924,SEM130-120924
SCRE046,120924,120924,SCRE046-120924
FPOS015,120924,120924,FPOS015-120924
SCRE047,120924,120924,SCRE047-120924
FCAR012,121019,121019,FCAR012-121019
FCAR011,121019,121019,FCAR011-121019
SCCO007,121021,121021,SCCO007-121021
SEM073,121021,121021,SEM073-121021
SEM005,121022,121022,SEM005-121022
FCAR019,121022,121022,FCAR019-121022
FPOS010,121022,121022,FPOS010-121022
FCAR008,121022,121022,FCAR008-121022
SEM082,121022,121022,SEM082-121022
SEM053,121022,121022,SEM053-121022
FGUA001,121023,121023,FGUA001-121023
SCRE060,121023,121023,SCRE060-121023
FCAR003,121023,121023,FCAR003-121023
SEM117,121023,121023,SEM117-121023
FPES001,121023,121023,FPES001-121023
SEM119,121023,121023,SEM119-121023
SCRE062,121023,121023,SCRE062-121023
SEM116,121023,121023,SEM116-121023
SEM113,121023,121023,SEM113-121023
SEM115,121023,121023,SEM115-121023
SCRE059,121023,121023,SCRE059-121023
SCRE063,121023,121023,SCRE063-121023
FPOS009,121023,121023,FPOS009-121023
SEM118,121023,121023,SEM118-121023
SCRE061,121023,121023,SCRE061-121023
SCRE067,121023,121023,SCRE067-121023
FCAR000,121118,121118,FCAR000-121118
FCAR018,121119,121119,FCAR018-121119
SEM030,121119,121119,SEM030-121119
FCAR005,121119,121119,FCAR005-121119
FCAR017,121119,121119,FCAR017-121119
FPER045,121119,121119,FPER045-121119
SEM020,121119,121119,SEM020-121119
FPER046,121119,121119,FPER046-121119
FPER032,121119,121119,FPER032-121119
SEM015,121120,121120,SEM015-121120
SCRE006,121120,121120,SCRE006-121120
SCRE005,121120,121120,SCRE005-121120
SCRE005,121120PERSONAL,121120PERSONAL,SCRE005-121120PERSONAL
SEM088,121121,121121,SEM088-121121
FPOS009,121121,121121,FPOS009-121121
SEM076,121121,121121,SEM076-121121
FCAR003,121121,121121,FCAR003-121121
FTAR003,121121,121121,FTAR003-121121
MAT099,1211218,1211218,MAT099-1211218
FPES001,121122,121122,FPES001-121122
SEM083,121122,121122,SEM083-121122
SEM085,121124,121124,SEM085-121124
SEM096,121124,121124,SEM096-121124
SEM099,121124,121124,SEM099-121124
SEM105,121124,121124,SEM105-121124
SEM017,121218,121218,SEM017-121218
FPES002,121218,121218,FPES002-121218
FCAR019,121219,121219,FCAR019-121219
FCAR010,121219,121219,FCAR010-121219
SEM005,121219,121219,SEM005-121219
FCAR009,121219,121219,FCAR009-121219
FPOS008,121219,121219,FPOS008-121219
FCAR016,121219,121219,FCAR016-121219
FCAR000,121219,121219,FCAR000-121219
FCAR015,121219,121219,FCAR015-121219
SCRE045,121222,121222,SCRE045-121222
FCAR002,121222,121222,FCAR002-121222
SEM101,121222,121222,SEM101-121222
SCRE036,121222,121222,SCRE036-121222
SCRE048,121222,121222,SCRE048-121222
SEM085,121222,121222,SEM085-121222
SCRE044,121222,121222,SCRE044-121222
FCAR031,121222,121222,FCAR031-121222
SCRE010,121222,121222,SCRE010-121222
SCRE049,121222,121222,SCRE049-121222
SEM103,121223,121223,SEM103-121223
SEM078,121223,121223,SEM078-121223
SCRE036,121223,121223,SCRE036-121223
SEM085,121223,121223,SEM085-121223
FPER050,121224,121224,FPER050-121224
SCRE070,121224,121224,SCRE070-121224
SEM124,121224,121224,SEM124-121224
SCRE047,121224,121224,SCRE047-121224
SEM103,121224,121224,SEM103-121224
SEM047,121224,121224,SEM047-121224
SEM125,121224,121224,SEM125-121224
SEM100,121224,121224,SEM100-121224
SCRE046,121224,121224,SCRE046-121224
FPREM002,121224,121224,FPREM002-121224
SEM123,121224,121224,SEM123-121224
FCAR015,121224,121224,FCAR015-121224
FCAR016,121224,121224,FCAR016-121224
SCRE071,121224,121224,SCRE071-121224
SEM084,121224,121224,SEM084-121224
FPREM001,121224,121224,FPREM001-121224
SCRE068,121224,121224,SCRE068-121224
MAT060,1221118,1221118,MAT060-1221118
MAT113,1221218,1221218,MAT113-1221218
MAT039,1231218,1231218,MAT039-1231218
MAT174,1271118,1271118,MAT174-1271118
FPOS009,130120,130120,FPOS009-130120
FGRA001,130120,130120,FGRA001-130120
FCAR024,130120,130120,FCAR024-130120
FCAR002,130120,130120,FCAR002-130120
SCRE010,130121,130121,SCRE010-130121
SEM016,130121,130121,SEM016-130121
SEM053,130121,130121,SEM053-130121
SCRE032,130122,130122,SCRE032-130122
SCRE031,130122,130122,SCRE031-130122
SEM077,130122,130122,SEM077-130122
SCRE041,130122,130122,SCRE041-130122
SCRE033,130122,130122,SCRE033-130122
SEM076,130122,130122,SEM076-130122
SEM075,130122,130122,SEM075-130122
SEM088,130122,130122,SEM088-130122
SEM086,130122,130122,SEM086-130122
SCRE038,130122,130122,SCRE038-130122
SEM047,130122,130122,SEM047-130122
SEM096,130123,130123,SEM096-130123
SCRE051,130123,130123,SCRE051-130123
SEM085,130123,130123,SEM085-130123
SEM076,130123,130123,SEM076-130123
FGUA001,130123,130123,FGUA001-130123
SCRE050,130123,130123,SCRE050-130123
SCRE010,130123,130123,SCRE010-130123
SCRE036,130123,130123,SCRE036-130123
SEM075,130123,130123,SEM075-130123
SCRE053,130123,130123,SCRE053-130123
SEM074,130123,130123,SEM074-130123
SEM103,130124,130124,SEM103-130124
SEM078,130124,130124,SEM078-130124
SEM099,130124,130124,SEM099-130124
FGUA001,130124,130124,FGUA001-130124
FCAR015,130124,130124,FCAR015-130124
FCAR048,130124,130124,FCAR048-130124
SEM108,130124,130124,SEM108-130124
SEM105,130125,130125,SEM105-130125
FPOS009,130125,130125,FPOS009-130125
SEM005,130125,130125,SEM005-130125
FCAR019,130125,130125,FCAR019-130125
SEM129,130125,130125,SEM129-130125
SCRE068,130125,130125,SCRE068-130125
FCAR011,130125,130125,FCAR011-130125
SCRE048,130125,130125,SCRE048-130125
SCRE010,130125,130125,SCRE010-130125
FCAR012,130125,130125,FCAR012-130125
SCRE036,130125,130125,SCRE036-130125
SCRE049,130125,130125,SCRE049-130125
FGUA001,130219,130219,FGUA001-130219
SEM004,130219,130219,SEM004-130219
FCAR016,130219,130219,FCAR016-130219
FCAR008,130219,130219,FCAR008-130219
FCAR006,130219,130219,FCAR006-130219
FPOS011,130219,130219,FPOS011-130219
FGRA002,130220,130220,FGRA002-130220
FTAR001,130220,130220,FTAR001-130220
FCAR006,130220,130220,FCAR006-130220
SEM001,130220,130220,SEM001-130220
FCAR040,130220,130220,FCAR040-130220
FPES001,130220,130220,FPES001-130220
SEM005,130220,130220,SEM005-130220
FCAR019,130220,130220,FCAR019-130220
SEM107,130223,130223,SEM107-130223
SCRE044,130223,130223,SCRE044-130223
FGUA001,130223,130223,FGUA001-130223
