componente,coste_componente_unitario,lote_componente
MAUX042,0.0249,2311-015
MAUX046,0.0249,2311-016
MAUX047,0.0249,2311-017
MAUX051,0.0249,2311-018
MAUX053,0.0249,2311-019
MAUX052,0.0249,2311-020
MAT337,9.17,2311-021
MAT284,11.5428,2311-022
MAT257,3.6,2311-023
MAT297,5.9,2311-024
MAT345,3.4925,2311-025
MAT154,3.0,2311-026
MAT321,0.0,2311-027
VAR444,0.0037,2311-028
MAT324,1.03,2311-029
MAT048,6.3,2311-030
MAT071,7.61,2311-031
MAT158,3.65,2311-032
MAUX021,1.4681,2311-033
MAUX020,0.2328,2311-034
MAT104,0.0516,2311-035
MAT017,0.2848,2311-036
MAT379,2.253,2311-037
MAT013,3.635,2311-038
MAT041,1.35,2311-039
MAT196,0.1441,2311-040
MAT020,1.12,2311-041
MAT137,6.25,2311-042
MAT040,2.9,2311-043
MAT290,6.9,2311-044
MAUX026,0.2102,2311-045
MAUX029,0.2102,2311-046
VAR444,0.0037,2311-047
MAT149,5.6,2311-048
MAT313,76.3851,2311-049
MAT312,1.8964,2311-050
MAT026,0.7006,2311-051
MAT343,1.236,2311-052
MAUX021,1.4681,2311-053
MAUX020,0.2328,2311-054
MAT336,9.5,2311-055
MAT344,1.509,2311-056
MAT311,1.509,2311-057
MAT132,11.4,2311-058
MAT326,3.7,2311-059
MAT021,2.3,2311-060
MAT356,2.75,2311-061
VAR383,0.834,2311-062
VAR384,0.6094,2311-063
MAT229,18.67,2311-064
MAT359,11.42,2311-065
MAT320,6.62,2311-066
MAT056,0.99,2311-067
MAT067,11.5,2311-068
MAT379,2.253,2311-069
MAT035,8.5,2311-070
MAT321,0.0,2311-071
VAR444,0.0037,2311-072
VAR315,1.7115,2311-073
MAT357,6.0,2311-074
VAR444,0.0037,2311-075
MAT337,9.176,2311-076
MAT297,5.9,2311-077
MAT333,1.49,2311-078
MAT257,3.6,2311-079
MAT154,3.0,2311-080
MAT290,6.9,2311-081
MAT056,0.99,2311-082
MAT056,0.99,2311-083
MAT035,7.9,2311-084
MAUX021,1.4681,2311-085
MAUX020,0.2328,2311-086
MAT292,0.0748,2311-087
MAT104,0.0516,2311-088
MAT017,0.2848,2311-089
MAT290,6.9,2311-090
MAT056,0.99,2311-091
VAR444,0.0037,2311-092
MAT190,1.337,2311-093
MAT373,4.55,2311-094
MAT241,1.14,2311-095
MAT242,1.988,2311-096
MAT287,1.772,2311-097
MAT178,10.1,2311-098
MAT389,37.75,2311-099
MAT358,9.05,2311-100
MAT262,6.629,2311-101
MAT271,6.255,2311-102
MAT270,6.255,2311-103
MAT349,9.615,2311-104
MAT042,5.7,2311-105
MAT326,3.7,2311-106
MAUX021,1.4681,2311-107
MAUX020,0.2328,2311-108
MAT048,6.3,2311-109
MAT013,3.635,2311-110
MAT021,2.3,2311-111
MAT286,2.15,2311-112
MAT388,11.34,2311-113
MAT239,0.716,2311-114
MAT339,1.967,2311-115
MAT071,7.61,2311-116
MAT166,5.3,2311-117
MAT158,3.65,2311-118
MAT290,6.9,2311-119
MAT269,5.3,2311-120
VAR122,7.35,2311-121
VAR123,5.25,2311-122
VAR119,0.1143,2311-123
VAR420,4.36,2311-124
MAT137,6.25,2311-125
MAT038,7.95,2311-126
MAT027,0.809,2311-127
MAT314,13.4398,2311-128
MAUX049,0.025,2311-129
MAUX050,0.025,2311-130
MAUX053,0.025,2311-131
MAUX042,0.025,2311-132
VAR121,1.773,2311-133
VAR444,0.0037,2311-134
MAT020,1.12,2312-001
MAT321,0.0,2312-002
FCRO001,28.8,2312-003
FCRO003,28.04,2312-004
MAT021,2.3,2312-005
MAT312,1.8964,2312-006
MAT391,3.5,2312-007
MAT336,8.13,2312-008
MAT324,0.85,2312-009
MAT278,1.128,2312-010
MAT320,6.62,2312-011
MAT183,0.0205,2312-012
MAT296,3.592,2312-013
MAT339,1.967,2312-014
MAT190,1.337,2312-015
MAT104,0.0492,2312-016
MAUX002,0.4748,2312-017
MAUX001,0.2381,2312-018
MAT033,1.15,2312-019
MAT073,1.1,2312-020
VAR444,0.0037,2312-021
MAUX016,0.0012,2312-022
MAUX023,0.0012,2312-023
MAUX024,0.0922,2312-024
MAT290,6.92,2312-025
MAT149,5.4,2312-026
MAUX021,1.4681,2312-027
MAUX020,0.2328,2312-028
MAT318,5.0915,2312-029
MAT013,3.635,2312-030
MAT370,5.4,2312-031
MAT345,3.4925,2312-032
MAT017,0.2848,2312-033
MAT326,3.7,2312-034
MAT379,2.253,2312-035
MAT056,0.99,2312-036
MAUX021,1.4681,2312-037
MAUX020,0.2328,2312-038
MAT344,1.509,2312-039
MAT154,3.0,2312-040
MAT042,5.7,2312-041
MAT290,6.92,2312-042
MAT174,2.9,2312-043
MAT268,10.19,2312-044
MAT161,4.96,2312-045
MAT187,3.45,2312-046
VAR444,0.0037,2312-047
VAR423,0.2608,2312-048
VAR142,0.4051,2312-049
MAT257,3.6,2312-050
MAT297,5.9,2312-051
MAT333,1.49,2312-052
MAT348,5.7,2312-053
MAT371,3.45,2312-054
MAT312,1.8964,2312-055
MAT313,76.3851,2312-056
MAT323,12.236,2312-057
MAT056,0.99,2312-058
MAT035,7.9,2312-059
MAT178,10.1,2312-060
MAT067,11.5,2312-061
MAT262,6.629,2312-062
VAR444,0.0037,2312-063
MAT132,11.4,2312-064
MAT149,5.4,2312-065
MAT113,3.9,2312-066
MAT234,9.0,2312-067
MAT035,8.5,2312-068
MAT392,0.0,2312-069
MAT389,37.75,2312-070
MAT147,0.039,2312-071
VAR129,0.6173,2312-072
MAT290,6.92,2312-073
MAT292,0.0748,2312-074
MAT278,1.128,2312-075
MAT344,1.334,2312-076
MAUX021,1.4681,2312-077
MAUX020,0.2328,2312-078
MAUX025,1.11,2312-079
MAUX041,15.45,2312-080
MAUX042,0.0249,2312-081
MAUX051,0.0249,2312-082
MAUX047,0.0264,2312-083
MAUX046,0.0256,2312-084
MAUX049,0.0249,2312-085
MAUX058,0.0703,2312-086
MAUX053,0.0249,2312-087
MAUX057,0.0476,2312-088
MAUX052,0.0249,2312-089
MAT071,7.61,2312-090
MAT326,3.7,2312-091
VAR424,0.2102,2312-092
MAUX029,0.2102,2312-093
MAT308,0.178,2312-094
MAT310,0.178,2312-095
MAT056,0.99,2312-096
MAT144,0.0231,2312-097
VAR444,0.0037,2312-098
MAT027,0.809,2312-099
MAT056,0.99,2312-100
MAT313,76.3851,2312-101
MAT241,1.14,2312-102
MAT242,1.988,2312-103
MAT333,1.49,2312-104
MAUX021,1.4681,2312-105
MAUX020,0.2328,2312-106
MAT013,3.635,2312-107
MAT021,2.1,2312-108
MAT290,6.92,2312-109
MAT277,3.9413,2312-110
MAT073,2.1021,2312-111
MAT373,4.55,2312-112
MAT326,3.7,2312-113
VAR444,0.0037,2312-114
MAT113,5.25,2312-115
MAT321,0.0,2312-116
MAT343,1.236,2312-117
MAT307,5.831,2312-118
MAT347,5.661,2312-119
MAT372,8.2,2312-120
MAT166,5.3,2401-001
MAT178,10.1,2401-002
MAUX020,0.2328,2401-003
MAUX021,1.4681,2401-004
MAT278,1.128,2401-005
MAT344,1.334,2401-006
MAT137,6.25,2401-007
MAT290,6.92,2401-008
MAT229,18.67,2401-009
MAT320,6.62,2401-010
MAT319,26.0,2401-011
MAT104,0.049,2401-012
MAT113,3.9,2401-013
MAT132,11.4,2401-014
MAT326,3.7,2401-015
MAT379,2.253,2401-016
VAR444,0.0037,2401-017
MAUX042,0.0223,2401-018
MAT339,1.967,2401-019
MAT296,3.592,2401-020
MAT020,1.12,2401-021
MAUX025,1.11,2401-022
MAT149,6.0,2401-023
VAR119,0.1143,2401-024
MAT056,0.99,2401-025
MAT290,6.92,2401-026
MAT042,5.7,2401-027
MAT013,3.635,2401-028
MAUX021,1.4681,2401-029
MAUX020,0.2328,2401-030
VAR317,0.069,2401-031
VAR400,212.958,2401-032
VAR113,0.0097,2401-033
VAR444,0.0037,2401-034
MAT321,0.0,2401-035
MAT359,11.42,2401-036
MAT319,26.0,2401-037
MAT318,5.0915,2401-038
MAT130,2.92,2401-039
MAT292,0.0748,2401-040
VAR420,4.36,2401-041
MAT021,2.1,2401-042
MAT360,5.4822,2401-043
MAT287,1.772,2401-044
MAT297,5.9,2401-045
MAUX026,0.2102,2401-046
MAUX029,0.2102,2401-047
MAT035,8.5,2401-048
MAT290,6.3,2401-049
MAT290,6.92,2401-050
MAT154,3.0,2401-051
MAT067,11.5,2401-052
MAT337,9.92,2401-053
MAT336,10.35,2401-054
MAT033,1.15,2401-056
VAR444,0.0037,2401-057
MAT187,3.45,2401-058
MAT228,4.6,2401-059
MAUX042,0.0249,2401-060
MAUX046,0.0249,2401-061
VAR444,0.0037,2401-062
MAT322,13.19,2401-063
MAT320,6.62,2401-064
MAT041,1.25,2401-065
MAT048,6.3,2401-066
MAT269,5.2,2401-067
MAT290,6.92,2401-068
MAT278,1.128,2401-069
MAUX021,1.4681,2401-070
MAUX020,0.2328,2401-071
MAT241,1.14,2401-072
MAT287,2.14,2401-073
MAT297,5.9,2401-074
MAT333,1.49,2401-075
MAT242,1.988,2401-076
MAT301,1.16,2401-077
MAUX042,0.0249,2401-078
VAR417,0.016,2401-079
MAT149,6.0,2401-080
VAR118,0.328,2401-081
MAT020,1.12,2401-082
MAT055,10.149,2401-083
MAT262,6.629,2401-084
MAT271,6.255,2401-085
MAT349,9.615,2401-086
MAT056,0.99,2401-087
MAT391,4.0,2401-088
MAT021,2.1,2401-089
MAT323,12.236,2401-090
MAT314,5.076,2401-091
VAR444,0.0037,2401-092
MAT178,10.1,2401-093
MAUX021,1.4681,2401-094
MAUX020,0.2328,2401-095
MAT343,1.236,2401-096
MAT324,0.85,2401-097
MAT060,1.078,2401-098
MAT290,6.92,2401-099
MAT359,11.42,2401-100
MAT320,6.62,2401-101
MAT040,2.9,2401-102
MAT038,8.1,2401-103
MAT035,8.5,2401-104
MAT071,7.61,2401-105
MAUX025,1.11,2402-001
VAR444,0.0037,2402-002
MAT379,2.253,2402-003
MAT391,4.0,2402-004
MAT394,14.8,2402-005
MAT395,12.9,2402-006
MAT393,5.17,2402-007
MAT166,5.42,2402-008
MAT370,5.4,2402-009
MAUX024,0.0949,2402-010
MAT297,5.9,2402-011
MAT242,1.988,2402-012
MAT301,1.15,2402-013
MAT287,1.772,2402-014
MAT241,1.14,2402-015
MAT137,6.25,2402-016
MAT154,3.0,2402-017
MAT013,3.635,2402-018
MAUX021,1.4681,2402-019
MAUX020,0.2328,2402-020
MAT035,7.9,2402-021
MAT290,6.92,2402-022
MAT326,3.7,2402-023
MAT344,1.334,2402-024
VAR444,0.0037,2402-025
MAT345,3.4925,2402-026
MAT017,0.2848,2402-027
MAT190,1.337,2402-028
MAT104,0.049,2402-029
MAT183,0.0216,2402-030
MAT073,1.02,2402-031
MAT033,1.1,2402-032
MAUX021,1.4681,2402-033
MAUX020,0.2328,2402-034
VAR356,0.46,2402-035
MAT183,0.0216,2402-036
MAUX041,15.45,2402-037
VAR444,0.0037,2402-038
MAT297,5.9,2402-039
MAT287,2.14,2402-040
MAT333,1.49,2402-041
MAT278,1.128,2402-042
MAT026,0.7006,2402-043
VAR119,0.1033,2402-044
MAT132,11.4,2402-045
MAT339,1.967,2402-046
MAT239,0.716,2402-047
MAT296,3.592,2402-048
MAT158,3.65,2402-049
MAT178,10.1,2402-050
MAT290,6.7,2402-051
MAT396,3.6,2402-052
MAT398,7.7,2402-053
MAT301,1.16,2402-054
MAT242,1.984,2402-055
MAT397,4.9,2402-056
MAT241,1.14,2402-057
MAUX042,0.0249,2402-058
MAUX046,0.0249,2402-059
MAUX047,0.0249,2402-060
MAT262,6.629,2402-061
MAT349,9.615,2402-062
MAT149,5.5,2402-063
MAT187,3.45,2402-064
VAR423,0.2608,2402-065
MAT067,11.5,2402-066
VAR398,0.0472,2402-067
MAT021,2.1,2402-068
VAR444,0.0037,2402-069
MAT113,3.9,2402-070
MAT393,5.435,2402-071
MAT394,14.8,2402-072
MAT395,12.9,2402-073
MAT286,2.15,2402-074
MAT313,76.3851,2402-075
MAT312,1.8964,2402-076
MAUX021,1.4681,2402-077
MAUX020,0.2328,2402-078
MAT399,1.3645,2402-079
MAT292,0.0748,2402-080
VAR444,0.0037,2402-081
MAT321,0.0,2402-082
MAT344,1.334,2402-083
MAT379,2.253,2402-084
VAR112,0.007,2402-085
MAT303,1.236,2402-086
MAT343,1.236,2402-087
MAT021,2.1,2402-088
MAUX053,0.0531,2402-089
MAUX060,0.0555,2402-090
MAT394,14.8,2402-091
MAT395,12.9,2402-092
MAT393,5.435,2402-093
MAT013,3.635,2402-094
MAT359,11.42,2402-095
MAT320,6.62,2402-096
MAT388,11.34,2402-097
VAR420,4.36,2402-098
MAT290,6.3,2402-099
MAT035,8.5,2402-100
MAT027,0.809,2402-101
VAR142,0.4051,2402-102
MAT056,0.99,2402-103
MAT089,15.56,2402-104
MAUX020,0.2328,2402-105
MAUX021,1.4681,2402-106
MAT042,5.7,2402-107
MAUX023,0.0012,2402-108
MAT038,8.1,2402-109
MAT228,4.6,2402-110
VAR444,0.0037,2402-111
MAT190,1.337,2402-112
MAT104,0.049,2402-113
MAT017,0.2848,2402-114
MAT389,37.75,2402-115
MAT301,1.16,2402-116
MAT287,2.14,2402-117
MAT396,3.6,2402-118
MAT297,5.9,2402-119
MAT398,7.7,2402-120
MAT154,3.0,2402-121
MAT278,1.128,2402-122
MAUX061,0.0,2402-123
MAT020,1.12,2402-124
MAUX062,0.0,2402-125
MAT400,3.45,2402-126
MAT324,0.85,2403-001
MAT178,10.1,2403-002
VAR444,0.0037,2403-003
MAUX025,1.11,2403-004
MAT241,1.14,2403-005
MAT242,1.988,2403-006
MAT287,2.14,2403-007
MAT397,4.9,2403-008
MAT401,0.0,2403-009
MAT402,0.0,2403-010
MAT021,2.1,2403-011
MAUX021,1.4681,2403-012
MAUX020,0.2328,2403-013
MAUX018,0.2991,2403-014
MAT104,0.049,2403-015
MAT190,1.337,2403-016
MAT013,3.635,2403-017
MAT183,0.0205,2403-018
MAT149,5.5,2403-019
MAT326,3.7,2403-020
MAT020,1.12,2403-021
VAR313,6.28,2403-022
MAT137,7.1,2403-023
MAT055,10.149,2403-024
MAT118,11.15,2403-025
MAT349,9.615,2403-026
MAT352,8.07,2403-027
MAT292,0.0748,2403-028
VAR444,0.0037,2403-029
MAT379,2.253,2403-030
MAT269,5.2,2403-031
MAT403,21.9,2403-032
MAUX043,7.29,2403-033
MAT333,1.49,2403-034
MAT287,2.14,2403-035
MAT301,1.16,2403-036
VAR119,0.1143,2403-037
MAT364,1.97,2403-038
MAT339,1.967,2403-039
MAT366,0.75,2403-040
VAR420,4.36,2403-041
MAUX042,0.0249,2403-042
MAUX046,0.0249,2403-043
MAUX047,0.0249,2403-044
MAUX058,0.0249,2403-045
MAUX057,0.0249,2403-046
MAT344,1.334,2403-047
MAT358,9.05,2403-048
MAT372,8.2,2403-049
MAT271,6.255,2403-050
MAT381,28.865,2403-051
MAT183,0.0205,2403-052
MAT056,0.99,2403-053
MAT370,5.4,2403-054
MAUX021,1.4681,2403-055
MAUX020,0.2328,2403-056
MAT339,1.967,2403-057
MAT296,3.592,2403-058
MAT027,0.809,2403-059
MAT113,3.9,2403-060
MAT048,6.2,2403-061
MAT303,1.5116,2403-062
MAUX029,0.1955,2403-063
MAUX026,0.1955,2403-064
VAR424,0.1955,2403-065
MAUX001,0.2381,2403-066
MAUX002,0.4748,2403-067
MAT303,1.236,2403-068
MAT343,1.236,2403-069
MAT290,6.7,2403-070
VAR444,0.0037,2403-071
MAUX016,0.0012,2403-072
MAT242,1.988,2403-073
MAT287,2.14,2403-074
MAT297,5.9,2403-075
MAT400,3.45,2403-076
MAT241,1.14,2403-077
MAT089,15.56,2403-078
MAT290,6.3,2403-079
MAUX021,1.4681,2403-080
MAUX020,0.2328,2403-081
MAT073,0.95,2403-082
MAT033,1.1,2403-083
MAT277,3.9413,2403-084
MAT345,3.4925,2403-085
MAT286,2.15,2403-086
MAT399,1.415,2403-087
VAR444,0.0037,2403-088
MAT021,2.1,2403-089
MAT379,2.253,2403-090
MAT314,5.078,2403-091
MAT315,63.47,2403-092
MAT330,0.5346,2403-093
MAT373,5.5,2403-094
MAT290,6.3,2403-095
MAT035,8.5,2403-096
MAT158,3.65,2403-097
MAT040,2.9,2403-098
MAT041,1.35,2403-099
MAT313,76.3851,2403-100
MAT307,5.831,2403-101
MAT332,4.567,2403-102
MAT358,9.05,2403-103
MAT262,6.629,2403-104
MAT270,6.255,2403-105
MAT229,18.67,2403-106
MAT319,26.0,2403-107
MAT320,6.62,2403-108
MAT388,11.34,2403-109
MAT166,5.42,2403-110
MAT154,3.0,2403-111
MAT278,1.128,2403-112
MAT344,1.334,2403-113
VAR444,0.0037,2403-114
MAUX020,0.2328,2403-115
MAUX021,1.4681,2403-116
MAT056,0.99,2403-117
MAT178,10.1,2403-118
MAT311,1.509,2403-119
MAT337,9.92,2403-120
MAT290,6.6,2403-121
MAT321,0.0,2403-122
MAT013,3.635,2403-123
MAUX024,0.0949,2403-124
MAUX033,0.0135,2403-125
MAT149,5.8,2403-126
MAT404,17.0,2403-127
MAT318,5.0915,2404-001
MAT332,4.567,2404-002
MAT320,6.62,2404-003
MAT319,26.0,2404-004
MAUX020,0.2328,2404-005
MAUX021,1.4681,2404-006
MAUX025,1.11,2404-007
FCRO001,27.491,2404-008
FCRO002,30.88,2404-009
FCRO004,28.215,2404-010
FCRO005,26.42,2404-011
MAT018,9.005,2404-012
MAT380,15.33,2404-013
MAT262,6.629,2404-014
MAT347,5.661,2404-015
MAT349,9.615,2404-016
MAT017,0.2848,2404-017
MAT104,0.049,2404-018
MAT190,1.337,2404-019
MAT056,0.99,2404-020
VAR444,0.0037,2404-021
MAT020,1.12,2404-022
MAT339,2.107,2404-023
MAT296,3.592,2404-024
MAT330,0.5346,2404-025
MAT089,15.56,2404-026
MAT315,63.47,2404-027
MAT314,5.076,2404-028
MAT178,10.1,2404-029
MAT389,37.75,2404-030
MAT158,3.65,2404-031
MAT021,2.1,2404-032
MAT228,4.6,2404-033
MAT326,3.7,2404-034
MAT292,0.0748,2404-035
MAT149,5.8,2404-036
MAUX021,1.4681,2404-037
MAUX020,0.2328,2404-038
MAT067,11.5,2404-039
MAT379,2.253,2404-040
MAT132,11.4,2404-041
MAT290,6.6,2404-042
MAT343,1.236,2404-043
VAR444,0.0037,2404-044
MAT137,7.1,2404-045
MAT154,3.0,2404-046
MAT074,5.28,2404-047
MAT322,13.19,2404-048
MAT359,11.42,2404-049
MAT388,11.34,2404-050
MAT320,6.62,2404-051
MAT196,0.1441,2404-052
MAUX021,1.4681,2404-053
MAUX020,0.2328,2404-054
MAT048,6.2,2404-055
MAT048,6.2,2404-056
MAT113,3.9,2404-057
VAR118,0.328,2404-058
VAR113,0.0097,2404-059
MAT357,6.0,2404-060
MAUX046,0.0318,2404-061
MAUX047,0.0318,2404-062
MAUX042,0.0318,2404-063
MAUX060,0.0318,2404-064
VAR420,4.36,2404-065
MAT290,6.3,2404-066
MAT344,1.334,2404-067
MAT038,8.1,2404-068
MAT324,0.85,2404-069
MAT269,5.2,2404-070
MAT187,3.45,2404-071
MAT360,5.6078,2404-072
MAUX041,15.45,2404-073
MAT021,2.1,2404-074
MAT147,0.039,2404-075
VAR119,0.1143,2404-076
VAR444,0.0037,2404-077
MAT373,5.5,2404-078
MAT027,0.809,2404-079
MAT332,4.567,2404-080
MAUX063,7.75,2404-081
MAT071,7.61,2404-082
VAR444,0.0037,2404-083
MAT190,1.337,2404-084
MAT241,1.14,2404-085
MAT287,2.14,2404-086
MAT056,0.99,2404-087
VAR423,0.2608,2404-088
MAT229,18.67,2404-089
MAT322,13.19,2404-090
MAT320,6.62,2404-091
MAT013,3.635,2404-092
MAT021,2.1,2404-093
MAT290,6.3,2404-094
MAT185,3.45,2404-095
MAT166,5.42,2404-096
MAT136,11.5,2404-097
VAR444,0.0037,2404-098
MAT321,0.0,2404-099
MAT020,1.12,2404-100
MAT067,11.5,2404-101
MAT356,2.75,2404-102
VAR121,1.77,2404-103
VAR408,11.44,2404-104
MAT389,37.75,2404-105
MAT337,10.3711,2404-106
MAUX021,1.4681,2404-107
MAUX020,0.2328,2404-108
MAT308,0.178,2404-109
MAT310,0.178,2404-110
MAT406,15.3,2404-111
MAT278,1.128,2404-112
MAT379,2.253,2404-113
MAT129,1.84,2404-114
MAT405,1.99,2404-115
MAT313,76.3851,2404-116
MAT315,63.47,2404-117
MAT314,5.078,2404-118
MAT312,1.8964,2404-119
MAT190,1.337,2405-001
MAT104,0.049,2405-002
MAT178,10.1,2405-003
VAR317,0.069,2405-004
MAT042,5.7,2405-005
MAUX025,1.11,2405-006
MAT228,4.6,2405-007
MAT303,1.236,2405-008
MAT343,1.236,2405-009
MAT013,3.635,2405-010
VAR444,0.0037,2405-011
MAT137,8.8,2405-012
MAT391,4.4,2405-013
MAT033,1.05,2405-014
MAT073,0.95,2405-015
MAT292,0.0748,2405-016
MAUX020,0.2328,2405-018
MAT158,3.55,2405-019
MAT055,10.14,2405-020
MAT262,6.629,2405-021
MAT222,6.475,2405-022
FCRO006,28.8,2405-023
MAT154,3.0,2405-024
MAT041,1.35,2405-025
MAT290,6.3,2405-026
MAT326,3.7,2405-027
VAR444,0.0037,2405-028
MAT132,11.4,2405-029
MAT021,2.1,2405-030
MAT241,1.14,2405-031
MAT287,2.14,2405-032
MAT396,3.6,2405-033
MAT398,7.7,2405-034
MAT333,1.49,2405-035
MAT297,5.4,2405-036
MAT020,1.12,2405-037
MAT406,15.3,2405-038
MAUX042,0.0249,2405-039
MAUX046,0.0249,2405-040
MAUX047,0.0249,2405-041
MAUX058,0.0249,2405-042
MAUX060,0.0249,2405-043
MAUX053,0.0249,2405-044
MAUX057,0.0249,2405-045
MAT013,3.635,2405-046
VAR142,0.4051,2405-047
VAR423,0.2608,2405-048
MAT026,0.7006,2405-049
MAT379,2.253,2405-050
MAT239,0.716,2405-051
MAT355,2.3,2405-052
MAT339,2.107,2405-053
MAT296,3.592,2405-054
MAUX021,1.4681,2405-055
MAUX020,0.2328,2405-056
MAT271,6.255,2405-057
MAUX021,1.4681,2405-058
FCRO001,28.8,2405-059
VAR398,0.0472,2405-060
MAT269,5.2,2405-061
MAT048,7.0,2405-062
FMUE010,1.5192,2405-063
MAT161,4.75,2405-064
MAT149,5.8,2405-065
MAT158,3.55,2405-066
MAT174,2.9,2405-067
MAT271,6.255,2405-068
MAT270,7.85,2405-069
MAT290,6.3,2405-070
VAR417,0.016,2405-071
MAT290,6.6,2405-072
MAT166,5.42,2405-073
MAUX024,0.0949,2405-074
VAR444,0.0037,2405-075
VAR444,0.0037,2405-076
MAT242,1.988,2405-077
MAT297,5.4,2405-078
MAT396,3.6,2405-079
MAT406,15.3,2405-080
MAT399,1.4677,2405-081
MAT344,1.334,2405-082
MAUX021,1.4681,2405-083
MAUX020,0.2328,2405-084
MAT154,3.0,2405-085
MAT021,2.1,2405-086
MAT187,3.45,2405-087
MAT370,5.4,2405-088
MAT330,0.5346,2405-089
MAT313,76.3851,2405-090
MAT315,63.47,2405-091
MAT314,5.078,2405-092
MAT312,1.8964,2405-093
MAT323,12.236,2405-094
MAT017,0.2848,2405-095
MAT318,5.0915,2405-096
MAT137,8.696,2405-097
MAUX029,0.1803,2405-098
VAR424,0.1803,2405-099
MAUX026,0.1803,2405-100
VAR422,0.3794,2405-101
MAT345,3.4925,2405-102
MAT404,15.81,2405-103
MAT038,8.1,2405-104
MAT056,0.99,2405-105
VAR444,0.0037,2405-106
VAR420,4.27,2405-107
MAT296,3.592,2405-108
MAT364,1.97,2405-109
MAT040,2.9,2405-110
MAT373,5.9,2405-111
VAR122,7.35,2405-112
VAR123,5.25,2405-113
VAR119,0.1143,2405-114
MAT147,0.039,2405-115
MAT178,10.1,2405-116
MAT290,6.3,2405-117
MAT324,0.85,2405-118
MAT013,3.635,2405-119
MAT290,6.3,2405-120
MAT067,11.5,2405-121
MAUX021,1.4681,2405-122
MAUX020,0.2328,2405-123
MAT241,1.14,2405-124
MAT287,2.14,2405-125
MAT297,5.4,2405-126
MAT333,1.49,2405-127
MAT229,18.67,2405-128
MAT388,11.34,2405-129
MAT359,11.42,2405-130
VAR444,0.0037,2405-131
MAT389,37.75,2405-132
VAR118,0.328,2405-133
VAR496,0.3444,2405-134
VAR495,0.3444,2405-135
MAT278,1.096,2405-136
MAT344,1.334,2405-137
MAT027,0.809,2405-138
MAT290,6.3,2406-001
MAT073,0.95,2406-002
MAT033,1.05,2406-003
MAUX021,1.4681,2406-004
MAUX020,0.2328,2406-005
VAR444,0.0037,2406-006
MAT104,0.049,2406-007
MAT017,0.2848,2406-008
MAT372,8.2,2406-009
MAT262,6.629,2406-010
MAT347,5.661,2406-011
MAUX042,0.0226,2406-012
MAUX046,0.0226,2406-013
MAUX047,0.0226,2406-014
MAUX041,15.45,2406-015
FGAR004,28.8,2406-016
FGAR002,28.04,2406-017
FGAR001,30.88,2406-018
FGAR005,29.28,2406-019
FGAR003,27.68,2406-020
MAUX023,0.0012,2406-021
MAT183,0.0205,2406-022
MAT038,8.1,2406-023
MAUX025,1.11,2406-024
MAT343,1.236,2406-025
MAT042,5.7,2406-026
MAT228,4.95,2406-027
MAT021,2.1,2406-028
MAT373,5.9,2406-029
MAUX001,0.2381,2406-030
MAUX002,0.4748,2406-031
MAT132,11.4,2406-032
MAT318,5.0915,2406-033
MAUX021,1.4681,2406-034
MAUX020,0.2328,2406-035
MAT311,1.509,2406-036
MAT292,0.0748,2406-037
MAT323,12.236,2406-038
MAT408,1.1,2406-039
MAT405,1.99,2406-040
MAT290,6.3,2406-041
MAT397,4.9,2406-042
MAT398,7.7,2406-043
MAT241,1.3,2406-044
MAT257,3.6,2406-045
MAT297,5.4,2406-046
MAT333,1.49,2406-047
MAT400,3.45,2406-048
MAT396,3.6,2406-049
MAT056,0.99,2406-050
MAT303,1.5116,2406-051
MAT296,3.592,2406-052
MAT339,2.107,2406-053
MAT239,0.716,2406-054
MAT166,5.42,2406-055
MAT406,15.3,2406-056
MAT349,9.615,2406-057
MAT393,5.435,2406-058
MAT048,7.0,2406-059
VAR444,0.0037,2406-060
VAR444,0.0037,2406-061
VAR444,0.0037,2406-062
MAT178,10.1,2406-063
MAT343,1.236,2406-064
MAT303,1.236,2406-065
VAR313,6.28,2406-066
MAT344,1.334,2406-067
MAT278,1.096,2406-068
MAT320,6.62,2406-069
MAT388,11.34,2406-070
MAT269,5.2,2406-071
MAT161,4.95,2406-072
MAT149,5.8,2406-073
MAUX021,1.4681,2406-074
MAUX020,0.2328,2406-075
MAT290,6.3,2406-076
MAT183,0.0205,2406-077
MAT154,3.0,2406-078
MAT326,3.7,2406-079
MAT174,2.9,2406-080
MAT373,5.9,2406-081
MAT307,5.831,2406-082
MAT271,6.255,2406-083
FCRO001,28.8,2406-084
FCRO003,28.04,2406-085
VAR317,0.069,2406-086
MAT067,11.5,2406-087
MAT396,3.6,2406-088
MAT358,9.05,2406-089
MAT158,3.55,2406-090
MAUX021,1.4681,2406-091
MAUX020,0.2328,2406-092
MAT033,0.98,2406-093
VAR444,0.0037,2406-094
MAT021,2.1,2406-095
MAT290,6.6,2406-096
MAT056,0.99,2406-097
MAT303,1.236,2406-098
MAT345,3.4925,2406-099
MAT373,5.9,2406-100
MAUX042,0.0237,2406-101
MAUX046,0.0237,2406-102
MAUX047,0.0237,2406-103
MAUX058,0.0237,2406-104
MAUX057,0.0237,2406-105
MAT020,1.12,2407-001
MAT040,2.9,2407-002
MAT158,3.55,2407-003
MAT396,3.6,2407-004
VAR444,0.0037,2407-005
VAR400,212.958,2407-006
MAT132,11.4,2407-007
MAUX025,1.11,2407-008
