Cód. artículo;Artículo;Tipo unidad (Obsoleto);Precio estándar;Precio compra;Ultimo precio compra;Familia;Línea;Tipo;Obsoleto;Peso;Peso neto artículo;
VAR406;VITOLA ARROZ AL HORNO V1;Uds;0,1020;0,1020;0,112;MAUX;COMPON;AMBIENTE;Si;0;;
VAR407;VITOLA ARROZ A BANDA;Uds;0,1020;0,1020;0,112;MAUX;COMPON;AMBIENTE;Si;0;;
VAR408;PRECINTO (PRECINTADORA AUTOMÁTICA) 2A/A28T48;Uds;11,4408;11,4408;11,44;MAUX;COMPON;AMBIENTE;No;0;;
VAR409;CAJAS MARRONES 4 BANDEJAS CONSUM;Uds;0,1850;0,1850;0,185;MAUX;COMPON;AMBIENTE;No;0;;
VAR410;VITOLA ARROZ VERDURAS V1;Uds;0,1010;0,1010;0,101;MAUX;COMPON;AMBIENTE;Si;0;;
VAR411;VITOLA ARROZ SECRETO CON BOLETUS V1;Uds;0,0940;0,0940;0,101;MAUX;COMPON;AMBIENTE;Si;0;;
VAR412;CARTUCHO MANTENIMIENTO REF ITM02 (DOMINO);Uds;0,0000;0,0000;0;MAUX;COMPON;AMBIENTE;Si;0;;
VAR413;CARTUCHO TINTA 825 ML IC-2BK124 (DOMINO);Uds;104,7600;104,7600;104,76;MAUX;COMPON;AMBIENTE;No;0;;
VAR414;CARTUCHO DISOLVENTE 1.2L MC-2BK1244 (DOMINO);Uds;182,9800;182,9800;182,98;MAUX;COMPON;AMBIENTE;No;0;;
VAR415;BOTELLA LIQUIDO LIMPIEZA REF WL-210 (DOMINO);Uds;14,2700;14,2700;14,27;MAUX;COMPON;AMBIENTE;No;0;;
VAR416;NO USAR ATA POLIETILENO BLANCA CIERRE CORCHETE XL;Uds;0,0000;0,9200;0;LIMP;HIGIEN;AMBIENTE;Si;0;;
VAR417;ETIQUETA BLANCA P.P 100*100 POLIPROPILENO;Uds;0,0157;0,0157;0,016;MAUX;COMPON;AMBIENTE;No;0;;
VAR418;PEQUEÑO MENAJE I+D;Uds;0,0000;0,0000;49;VARIOS;VARIOS;;No;0;;
VAR419;ETIQUETA TRANSPARENTE P.P 50x25;Uds;0,0121;0,0121;0,0121;MAUX;COMPON;AMBIENTE;Si;0;;
VAR420;PALET ALQUILADO IPP;Uds;3,8400;3,8400;3,84;MAUX;COMPON;AMBIENTE;No;0;;
VAR421;MASCARILLA ALTO RIESGO FFP2 (1 UNIDAD);Uds;0,0072;0,0072;0,0072;EPI;HIGIEN;AMBIENTE;No;0;;
VAR422;CAJA NEGRA (BARQUETA ARROZ);Uds;0,6806;0,6806;0,4183;MAUX;COMPON;AMBIENTE;No;0;;
VAR423;CAJA BLANCA (6 UDS ESTUCHES);Uds;0,2626;0,2626;0,2626;MAUX;COMPON;AMBIENTE;No;0;;
VAR424;ESTUCHE NUEVO SECRETO PX 190x115x45;Uds;0,1800;0,1800;0,2091;MAUX;COMPON;AMBIENTE;No;0;;
VAR425;VITOLA PAELLA VALENCIANA (350gr);Uds;0,0500;0,0500;0,0585;MAUX;COMPON;AMBIENTE;Si;0;;
VAR426;VITOLA ARROZ AL HORNO;Uds;0,0650;0,0650;0,065;MAUX;COMPON;AMBIENTE;Si;0;;
VAR427;VITOLA ARROZ DEL SEÑORET (PLANES);Uds;0,0650;0,0650;0,065;MAUX;COMPON;AMBIENTE;Si;0;;
VAR428;VITOLA ARROZ VERDURAS (300gr);Uds;0,0500;0,0500;0,065;MAUX;COMPON;AMBIENTE;Si;0;;
VAR429;VITOLA ARROZ SECRETO CON BOLETUS;Uds;0,0500;0,0500;0,065;MAUX;COMPON;AMBIENTE;Si;0;;
VAR430;VITOLA PAELLA MIXTA;Uds;0,0500;0,0500;0;MAUX;COMPON;AMBIENTE;No;0;;
VAR431;VITOLA ARROZ NEGRO ALDI;Uds;0,0500;0,0500;0,0585;MAUX;COMPON;AMBIENTE;No;0;;
VAR432;VITOLA FIDEUA ALDI;Uds;0,0900;0,0900;0;MAUX;COMPON;AMBIENTE;Si;0;;
VAR433;VITOLA PAELLA VALENCIANA ALDI;Uds;0,0900;0,0900;0;MAUX;COMPON;AMBIENTE;Si;0;;
VAR434;VITOLA A BANDA ALDI (300gr);Uds;0,0500;0,0500;0,054;MAUX;COMPON;AMBIENTE;Si;0;;
VAR435;SOFT CARE MED H5 IC 1X0.5 E;Uds;5,0417;5,0417;5,0417;LIMP;HIGIEN;AMBIENTE;No;0;;
VAR436;SOFT CARE DES E SPRAY H5 1X0.5L E;Uds;3,8230;3,8230;3,823;LIMP;HIGIEN;AMBIENTE;No;0;;
VAR437;SOFT CARE DES E SPRAY H5 1X20L E;Uds;61,2900;61,2900;0;LIMP;HIGIEN;AMBIENTE;No;0;;
VAR438;SOFT CARE DES E SPRAY H5 1X1L E;Uds;6,0250;6,0250;0;LIMP;HIGIEN;AMBIENTE;No;0;;
VAR439;TASKI JONTEC STRIDE 2000 1X5L W2155;Uds;10,9450;10,9450;0;LIMP;HIGIEN;AMBIENTE;No;0;;
VAR440;VITOLA ARROZ DE SECRETO CONSUM (300gr);Uds;0,0500;0,0500;0,046;MAUX;COMPON;AMBIENTE;Si;0;;
VAR441;VITOLA FIDEUA;Uds;0,0500;0,0500;0,0525;MAUX;COMPON;AMBIENTE;Si;0;;
VAR442;VITOLA PAELLA DE MARISCO;Uds;0,0500;0,0500;0,079;MAUX;COMPON;AMBIENTE;No;0;;
VAR443;VITOLA PAELLA DE VERDURAS CONSUM (300gr);Uds;0,0500;0,0500;0,0525;MAUX;COMPON;AMBIENTE;Si;0;;
VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);litros;0,0040;0,0040;0,004;MAUX;COMPON;AMBIENTE;No;0;;
VAR445;CER;Uds;0,0000;0,0570;3,34;;;;No;0;;
VAR446;FACTURACION RAPELES 2021;Uds;0,0000;0,0000;0;OTR-RAPP;VAR-VEN;;No;0;;
VAR447;SAL PERLA 1X25KG;Kg;4,0000;4,0000;4;LIMP;HIGIEN;AMBIENTE;No;0;;
VAR448;ENVASES PENDIENTES DE RETORNO;Uds;3,0100;3,0100;3,01;VARIOS;VARIOS;;No;0;;
VAR449;PALET 1;Uds;5,3000;5,3000;5,3;MAUX;COMPON;AMBIENTE;No;0;;
VAR450;PALET 2;Uds;4,6000;4,6000;4,6;MAUX;COMPON;AMBIENTE;No;0;;
VAR451;PALET EUR;Uds;8,7000;8,7000;10;MAUX;COMPON;AMBIENTE;No;0;;
VAR452;DI HYPOFOAM VF6 1X20L W;Uds;41,0300;41,0300;41,03;LIMP;HIGIEN;AMBIENTE;No;0;;
VAR453;FACTURACION DIFERENCIAS EN PRECIOS (PRODUCTOS NO ESCANDALLABLES);Uds;0,0000;3,2800;15,06;OTR-RAPP;VAR-VEN;;No;0;;
VAR454;CARGOS POR PALETS NO DEVUELTOS A PROVEEDORES;Uds;14,0000;14,0000;14;OTR-RAPP;VAR-VEN;;No;0;;
VAR455;DI POWERFOAM VF4 1X20L E;Uds;52,8400;52,8400;52,84;LIMP;HIGIEN;AMBIENTE;No;0;;
VAR456;FIANZAS MATERIA PRIMA BOX ACEITE;Uds;125,0000;0,0000;125;;;;No;0;;
VAR457;DESCUENTO EUROPOOL CONSUM;Uds;-0,5497;0,0000;0;;;;No;0;;
VAR458;FIANZA EUROPOOL;Uds;3,8600;3,8600;3,86;;;;No;0;;
VAR459;FACTURACION RAPPELES 2022;Uds;0,0000;0,0000;0;OTR-RAPP;VAR-VEN;;No;0;;
VAR460;ROLLO PAPEL TERMICO 57X30 MANDRIL 12;Uds;0,4900;0,4900;0,49;MAUX;COMPON;AMBIENTE;No;0;;
VAR461;DI JONCLEAN 500;Uds;80,7300;80,7300;73,39;LIMP;HIGIEN;AMBIENTE;No;0;;
VAR462;FIANZAS ALQUILER BOX ACEITES DE LAS HERAS;Uds;150,0000;150,0000;150;;;;No;0;;
VAR463;FIANZA COSTE ENERGÉTICO EUROPOOL;Uds;0,0220;0,0220;0,022;;;;No;0;;
VAR464;INGRESOS POR CHATARRA;Uds;0,0000;0,0000;0;OTR-EXTR;VAR-VEN;;No;0;;
VAR465;COSTE LOGIFRUIT CANARIAS;Uds;0,0000;0,0000;9;;;;No;0;;
VAR466;SOBRECOSTE LOGIFRUIT (CAJAS Y PALETS);Uds;0,0000;0,0000;129,77;;;;No;0;;
VAR467;DESCUENTO EUROPOOL EROSKI;Uds;-0,3727;0,0000;0;;;;No;0;;
VAR468;ARTÍCULO DE PRUEBAS;Uds;1,0000;1,0000;1,35;;;;Si;0;;
VAR469;SUMA TAB D4 1X300;Uds;0,0824;0,0824;0,075;LIMP;HIGIEN;AMBIENTE;No;0;;
VAR470;ENVASES DE PAPEL Y CARTON;Uds;0,0000;0,0000;0;OTR-EXTR;VAR-VEN;AMBIENTE;No;0;;
VAR471;HOJA LASER 1 ETIQUETA POR HOJA;Uds;0,0569;0,0569;0,0525;MAUX;COMPON;AMBIENTE;No;0;;
VAR473;ENVASES DE PLASTICO;Uds;0,0000;0,0000;0;OTR-EXTR;VAR-VEN;AMBIENTE;No;0;;
VAR474;DEOGEN 1X20L;Uds;38,1100;38,1100;38,11;LIMP;HIGIEN;AMBIENTE;No;0;;
VAR475;CIPTON 1X20L;Uds;47,1700;47,1700;47,17;LIMP;HIGIEN;AMBIENTE;No;0;;
VAR476;GUANTES NITRILO AZUL XL (1 UNIDAD) gd21xl*;Uds;0,0000;0,0000;0,0196;EPI;HIGIEN;AMBIENTE;No;0;;
VAR477;PAPEL SECAMANOS BLANCO (1 PAQUETE);Uds;1,0550;1,0550;43,8;LIMP;HIGIEN;AMBIENTE;No;0;;
VAR478;FACTURACION RAPPELES 2023;Uds;0,0000;0,0000;0;OTR-RAPP;VAR-VEN;;No;0;;
VAR479;GUANTES NITRILO AZUL S (1 UNIDAD) 5 GRAMOS GD21P*;Uds;0,0225;0,0225;0,0225;EPI;HIGIEN;AMBIENTE;No;0;;
VAR480;GUANTES NITRILO AZUL M (1 UNIDAD) 5 GRAMOS GD21M*;Uds;0,0225;0,0225;0,0225;EPI;HIGIEN;AMBIENTE;No;0;;
VAR481;GUANTES NITRILO AZUL L (1 UNIDAD) 5 GRAMOS GD21L*;Uds;0,0225;0,0225;0,0225;EPI;HIGIEN;AMBIENTE;No;0;;
VAR482;DIVOSAN EXTRA 20L;Uds;81,5000;81,5000;81,5;LIMP;HIGIEN;AMBIENTE;No;0;;
VAR483;TASKI SANI DRASTIC 1X1L E;Uds;2,2742;2,2742;0;LIMP;HIGIEN;AMBIENTE;No;0;;
VAR485;APOYO COMERCIAL;Uds;0,0000;0,0000;0;OTR-RAPP;VAR-VEN;AMBIENTE;No;0;;
VAR486;BOTAS BLANCAS PRODUCCIÓN (1 PAR);Uds;27,1500;27,1500;27,15;EPI;HIGIEN;AMBIENTE;No;0;;
VAR487;BOTAS LIMPIEZA (1 PAR);Uds;17,6500;17,6500;17,65;EPI;HIGIEN;AMBIENTE;No;0;;
VAR488;BOTAS ALMACÉN (1 PAR);Uds;30,8200;30,8200;40,165;EPI;HIGIEN;AMBIENTE;No;0;;
VAR489;GUANTES DE FRÍO (1 PAR);Uds;3,6000;3,6000;3,694;EPI;HIGIEN;AMBIENTE;No;0;;
VAR490;GUANTES DE CORTE (1 UNIDAD);Uds;6,1000;6,1000;6,82;EPI;HIGIEN;AMBIENTE;No;0;;
VAR491;GUANTES DE ALMACÉN (1 PAR);Uds;21,6600;10,8300;0;EPI;HIGIEN;AMBIENTE;No;0;;
VAR492;TRABAJOS REALIZADOS POR NUESTRA CUENTA;Uds;0,0000;0,0000;0;VARIOS;VAR-VEN;ESPECIAL;No;0;;
VAR493;VARIOS IMPOTUSA;Uds;0,0000;0,0000;19,785;EPI;HIGIEN;AMBIENTE;No;0;;
VAR494;FACTURACION RAPPELES 2024;Uds;0,0000;0,0000;0;OTR-RAPP;VAR-VEN;;No;0;;
VAR495;CAJAS GARCIMAR POSTRES;Uds;0,3616;0,3616;0,3444;MAUX;COMPON;AMBIENTE;No;0;;
VAR496;CAJAS GARCIMAR 5 GAMA;Uds;0,3616;0,3616;0,3616;MAUX;COMPON;AMBIENTE;No;0;;
VAR497;SUMA DRAIN 10L;Uds;91,8500;91,8500;0;LIMP;HIGIEN;AMBIENTE;No;0;;
VAR498;COMBI CLEAN LAINOX (1 ENVASE);Uds;59,5700;59,5700;59,57;LIMP;HIGIEN;AMBIENTE;No;0;;
VAR499;PASTILLAS DETERGENTE ACTIVE GREEN RATIONAL (1 BOTE 150 UDS);Uds;127,9500;127,9500;127,95;LIMP;HIGIEN;AMBIENTE;No;0;;
VAR500;PASTILLA DESCALCIFICACIÓN CARE TAB RATIONAL (1 CUBO 150 UDS);Uds;113,8500;113,8500;108,87;LIMP;HIGIEN;AMBIENTE;No;0;;
VAR501;CALFREE;Uds;59,5700;59,5700;59,57;LIMP;HIGIEN;AMBIENTE;No;0;;
VAR502;PALO ESCOBA (1 UNIDAD);Uds;2,8000;2,8000;2,8;LIMP;HIGIEN;AMBIENTE;No;0;;
VAR503;FREGASUELOS;Uds;6,5500;6,5500;6,55;LIMP;HIGIEN;AMBIENTE;No;0;;
VAR504;FACTURACION RAPPELES 2025;Uds;0,0000;0,0000;0;OTR-RAPP;VAR-VEN;;No;0;;
VAR505;PALET AMERICANO ALQUILADO IPP;Uds;4,5500;4,5500;0;MAUX;COMPON;AMBIENTE;No;0;;
